Gender,Age,Annual_Income,Income_Type,Employment_Status,Education,Credit_History,Approved
Female,70,146858,State Servant,Employed,Higher Education,Good,1
Male,25,176771,Working,Unemployed,Lower Secondary,Good,1
Female,57,137784,Pensioner,Employed,Lower Secondary,Good,1
Male,21,62691,Pensioner,Unemployed,Lower Secondary,Good,1
Male,64,72986,Working,Employed,Academic Degree,Bad,0
Female,48,169672,Pensioner,Employed,Lower Secondary,Good,1
Male,45,109774,Commercial Associate,Employed,Higher Education,Good,1
Male,28,165882,Commercial Associate,Employed,Higher Education,Bad,1
Female,60,120315,Commercial Associate,Unemployed,Lower Secondary,Bad,0
Male,18,72204,Pensioner,Employed,Incomplete Higher,Bad,0
Male,66,35085,Commercial Associate,Employed,Incomplete Higher,Good,1
Male,64,48980,Commercial Associate,Employed,Incomplete Higher,Good,1
Male,69,71117,Working,Unemployed,Secondary / Secondary Special,Good,0
Female,55,160213,Working,Employed,Academic Degree,Good,1
Female,41,155416,State Servant,Employed,Lower Secondary,Good,1
Female,71,30896,State Servant,Employed,Secondary / Secondary Special,Good,1
Male,74,104353,State Servant,Employed,Incomplete Higher,Good,1
Male,64,44813,State Servant,Employed,Lower Secondary,Good,1
Female,48,80679,Working,Unemployed,Secondary / Secondary Special,Bad,0
Male,58,156753,Working,Unemployed,Higher Education,Good,1
Male,63,18228,Working,Unemployed,Incomplete Higher,Good,0
Male,67,150654,Commercial Associate,Employed,Secondary / Secondary Special,Bad,0
Male,43,26397,Commercial Associate,Unemployed,Higher Education,Good,0
Female,66,52011,State Servant,Employed,Incomplete Higher,Good,1
Female,67,94183,Commercial Associate,Employed,Academic Degree,Bad,0
Female,22,108254,Pensioner,Employed,Incomplete Higher,Bad,0
Male,37,57317,Working,Employed,Academic Degree,Good,1
Female,69,117489,State Servant,Unemployed,Academic Degree,Good,1
Female,58,55096,State Servant,Unemployed,Academic Degree,Good,1
Male,28,68785,Pensioner,Unemployed,Lower Secondary,Good,1
Male,73,67344,Commercial Associate,Employed,Lower Secondary,Good,1
Female,71,135382,State Servant,Unemployed,Academic Degree,Good,1
Female,50,174484,Commercial Associate,Unemployed,Higher Education,Good,1
Female,67,125489,Commercial Associate,Employed,Academic Degree,Good,1
Female,55,26549,Pensioner,Unemployed,Secondary / Secondary Special,Good,1
Male,44,40739,State Servant,Employed,Academic Degree,Good,1
Female,51,36209,Commercial Associate,Unemployed,Lower Secondary,Good,0
Female,32,122051,Commercial Associate,Unemployed,Lower Secondary,Good,1
Male,49,30116,Pensioner,Unemployed,Secondary / Secondary Special,Good,1
Female,38,35045,Pensioner,Employed,Secondary / Secondary Special,Good,1
Male,63,172399,Commercial Associate,Unemployed,Incomplete Higher,Good,1
Male,22,50709,Pensioner,Unemployed,Higher Education,Good,1
Male,23,58617,Commercial Associate,Unemployed,Higher Education,Good,1
Female,55,172977,State Servant,Unemployed,Higher Education,Good,1
Female,39,134779,Working,Employed,Lower Secondary,Good,1
Male,35,57919,Pensioner,Employed,Higher Education,Good,1
Female,31,98521,Working,Unemployed,Incomplete Higher,Good,1
Female,27,21447,Commercial Associate,Unemployed,Incomplete Higher,Good,0
Male,63,20499,Commercial Associate,Unemployed,Higher Education,Good,1
Male,30,54041,Commercial Associate,Employed,Secondary / Secondary Special,Good,1
Female,48,46315,Working,Unemployed,Incomplete Higher,Good,1
Male,47,147371,Commercial Associate,Unemployed,Secondary / Secondary Special,Bad,0
Female,20,135506,Pensioner,Employed,Lower Secondary,Good,1
Female,47,151066,State Servant,Employed,Incomplete Higher,Good,1
Female,23,153561,State Servant,Employed,Secondary / Secondary Special,Bad,0
Female,46,106647,Pensioner,Unemployed,Higher Education,Bad,0
Male,25,47355,State Servant,Employed,Lower Secondary,Good,1
Male,61,88805,Working,Employed,Academic Degree,Good,1
Male,62,83367,Commercial Associate,Unemployed,Academic Degree,Good,1
Male,60,124906,Commercial Associate,Employed,Higher Education,Good,1
Female,61,132409,Commercial Associate,Unemployed,Lower Secondary,Good,0
Female,50,92355,Working,Unemployed,Lower Secondary,Good,1
Male,34,131220,Working,Employed,Lower Secondary,Good,1
Female,65,102173,Working,Unemployed,Lower Secondary,Good,1
Female,28,16996,Pensioner,Employed,Academic Degree,Good,1
Female,30,59387,Working,Employed,Secondary / Secondary Special,Bad,0
Male,67,18089,State Servant,Employed,Lower Secondary,Bad,0
Male,28,113827,Pensioner,Unemployed,Secondary / Secondary Special,Good,1
Male,48,35659,Pensioner,Employed,Lower Secondary,Good,1
Female,45,60178,Pensioner,Unemployed,Incomplete Higher,Good,1
Male,61,110965,Working,Unemployed,Incomplete Higher,Good,1
Male,23,96268,Pensioner,Unemployed,Incomplete Higher,Bad,0
Male,58,100042,Working,Employed,Lower Secondary,Bad,0
Male,33,121471,Working,Unemployed,Secondary / Secondary Special,Good,1
Male,21,85111,Pensioner,Unemployed,Academic Degree,Good,1
Male,52,115435,Commercial Associate,Employed,Higher Education,Good,1
Female,65,104242,Commercial Associate,Employed,Academic Degree,Good,1
Female,73,128204,Pensioner,Unemployed,Lower Secondary,Good,1
Male,43,168956,Commercial Associate,Unemployed,Incomplete Higher,Good,1
Male,74,32199,State Servant,Employed,Incomplete Higher,Good,1
Female,29,75038,State Servant,Unemployed,Secondary / Secondary Special,Good,1
Female,28,72786,Working,Unemployed,Lower Secondary,Good,0
Male,54,124636,Commercial Associate,Unemployed,Academic Degree,Bad,0
Male,42,64294,State Servant,Unemployed,Lower Secondary,Good,0
Male,35,158737,Pensioner,Employed,Lower Secondary,Good,1
Male,36,15534,Commercial Associate,Unemployed,Incomplete Higher,Good,0
Female,40,106828,State Servant,Employed,Academic Degree,Good,1
Male,72,51132,State Servant,Unemployed,Higher Education,Good,1
Male,55,130720,Pensioner,Employed,Incomplete Higher,Good,1
Male,71,51110,Working,Unemployed,Academic Degree,Bad,0
Male,35,78580,Pensioner,Employed,Secondary / Secondary Special,Good,1
Female,43,168541,Working,Unemployed,Incomplete Higher,Good,1
Female,23,79016,State Servant,Employed,Secondary / Secondary Special,Good,1
Female,21,61233,Working,Unemployed,Incomplete Higher,Bad,0
Male,61,144863,State Servant,Unemployed,Lower Secondary,Bad,0
Male,68,121311,State Servant,Employed,Academic Degree,Good,1
Female,46,49409,Commercial Associate,Employed,Secondary / Secondary Special,Good,1
Male,51,165396,Working,Employed,Incomplete Higher,Good,1
Male,34,154810,Working,Employed,Secondary / Secondary Special,Good,1
Female,60,39054,Working,Employed,Incomplete Higher,Good,1
Female,60,44709,Pensioner,Unemployed,Incomplete Higher,Good,1
Female,70,124321,Commercial Associate,Employed,Higher Education,Good,1
Female,33,15363,Commercial Associate,Employed,Higher Education,Good,1
Male,19,25358,Commercial Associate,Unemployed,Higher Education,Good,1
Male,51,149312,Pensioner,Employed,Secondary / Secondary Special,Bad,0
Female,72,60689,Working,Employed,Lower Secondary,Good,1
Male,25,16936,Working,Employed,Incomplete Higher,Good,1
Female,30,127272,Working,Unemployed,Academic Degree,Good,1
Female,59,106074,Commercial Associate,Employed,Higher Education,Good,1
Male,25,15882,Commercial Associate,Unemployed,Secondary / Secondary Special,Good,0
Female,47,166296,State Servant,Unemployed,Secondary / Secondary Special,Good,1
Male,49,120227,Pensioner,Employed,Secondary / Secondary Special,Good,1
Male,53,140865,Pensioner,Unemployed,Academic Degree,Good,1
Male,64,138745,Commercial Associate,Employed,Academic Degree,Good,1
Male,47,176897,State Servant,Employed,Higher Education,Good,1
Female,18,43885,Working,Employed,Academic Degree,Bad,0
Male,60,149275,Commercial Associate,Employed,Higher Education,Good,1
Female,56,148316,Pensioner,Employed,Academic Degree,Good,1
Female,34,113322,Pensioner,Unemployed,Academic Degree,Good,1
Female,37,83619,Pensioner,Unemployed,Academic Degree,Bad,0
Female,41,36584,Working,Unemployed,Higher Education,Good,1
Male,67,23521,Pensioner,Unemployed,Incomplete Higher,Good,1
Male,39,48541,Working,Employed,Higher Education,Bad,0
Female,46,44063,Working,Employed,Incomplete Higher,Good,1
Female,39,85268,Working,Unemployed,Secondary / Secondary Special,Good,1
Male,61,141218,Commercial Associate,Employed,Secondary / Secondary Special,Good,1
Female,26,133206,Working,Unemployed,Higher Education,Bad,0
Male,54,148639,State Servant,Unemployed,Incomplete Higher,Good,1
Female,27,162193,Pensioner,Unemployed,Incomplete Higher,Good,1
Male,53,147746,Commercial Associate,Unemployed,Incomplete Higher,Good,1
Female,54,91411,Pensioner,Employed,Secondary / Secondary Special,Good,1
Female,45,124876,Working,Employed,Higher Education,Good,1
Male,45,175212,Commercial Associate,Unemployed,Lower Secondary,Good,1
Female,59,155399,State Servant,Unemployed,Incomplete Higher,Good,1
Female,60,38331,Working,Unemployed,Incomplete Higher,Good,0
Male,38,38004,Pensioner,Unemployed,Lower Secondary,Good,1
Female,41,134243,State Servant,Unemployed,Higher Education,Bad,0
Male,59,156564,Working,Employed,Incomplete Higher,Good,1
Male,57,159821,State Servant,Unemployed,Higher Education,Bad,0
Female,19,78217,Working,Unemployed,Incomplete Higher,Good,1
Female,72,104044,Commercial Associate,Employed,Academic Degree,Good,1
Female,25,24045,Working,Employed,Incomplete Higher,Good,1
Female,65,35116,Commercial Associate,Employed,Academic Degree,Good,1
Female,44,33667,Working,Employed,Higher Education,Bad,0
Female,39,90057,Working,Employed,Incomplete Higher,Bad,0
Female,54,89205,Pensioner,Employed,Secondary / Secondary Special,Good,1
Male,44,42302,State Servant,Employed,Secondary / Secondary Special,Good,1
Female,74,157355,State Servant,Employed,Lower Secondary,Good,1
Male,46,177007,State Servant,Employed,Secondary / Secondary Special,Good,1
Female,20,87534,Working,Unemployed,Academic Degree,Good,1
Female,61,177696,Working,Employed,Secondary / Secondary Special,Good,1
Male,30,28440,Working,Unemployed,Secondary / Secondary Special,Good,0
Female,62,126001,Commercial Associate,Unemployed,Secondary / Secondary Special,Good,1
Female,27,61501,Commercial Associate,Unemployed,Incomplete Higher,Bad,0
Male,53,147341,Pensioner,Unemployed,Lower Secondary,Bad,0
Female,26,22868,Working,Unemployed,Higher Education,Good,1
Female,71,176323,State Servant,Unemployed,Lower Secondary,Bad,0
Female,73,92909,State Servant,Unemployed,Academic Degree,Good,1
Male,72,99523,Pensioner,Unemployed,Incomplete Higher,Good,1
Female,44,30734,State Servant,Employed,Incomplete Higher,Good,1
Female,51,98600,Pensioner,Unemployed,Secondary / Secondary Special,Good,1
Female,68,23433,Working,Unemployed,Secondary / Secondary Special,Good,0
Female,18,155183,State Servant,Unemployed,Academic Degree,Bad,0
Male,49,118986,Working,Unemployed,Incomplete Higher,Bad,0
Male,42,78753,Commercial Associate,Employed,Higher Education,Good,1
Female,46,128783,State Servant,Unemployed,Lower Secondary,Bad,0
Female,24,36751,Commercial Associate,Employed,Incomplete Higher,Good,1
Male,66,162525,State Servant,Employed,Higher Education,Good,1
Male,20,176149,Working,Unemployed,Higher Education,Good,1
Female,37,63570,Pensioner,Unemployed,Lower Secondary,Good,1
Male,37,39503,Working,Employed,Higher Education,Good,1
Female,70,148851,Working,Unemployed,Academic Degree,Good,1
Male,47,101840,Working,Unemployed,Higher Education,Good,1
Male,52,146827,State Servant,Employed,Academic Degree,Good,1
Male,52,54263,Pensioner,Employed,Higher Education,Good,1
Male,66,123491,Commercial Associate,Unemployed,Secondary / Secondary Special,Good,1
Female,56,70087,Working,Unemployed,Higher Education,Good,1
Male,44,66482,State Servant,Unemployed,Academic Degree,Good,1
Male,43,137989,Commercial Associate,Employed,Higher Education,Good,1
Female,31,163472,Working,Unemployed,Higher Education,Bad,0
Male,34,55115,Commercial Associate,Employed,Higher Education,Good,1
Male,35,29249,Working,Employed,Academic Degree,Good,1
Female,62,125361,Commercial Associate,Unemployed,Higher Education,Good,1
Male,69,39600,Commercial Associate,Employed,Lower Secondary,Good,1
Female,46,52706,Pensioner,Unemployed,Lower Secondary,Good,1
Female,37,34222,Pensioner,Unemployed,Academic Degree,Good,1
Female,70,114041,Working,Employed,Secondary / Secondary Special,Bad,0
Female,44,119504,State Servant,Unemployed,Lower Secondary,Good,1
Male,35,56139,Pensioner,Employed,Incomplete Higher,Good,1
Female,21,129919,Commercial Associate,Employed,Lower Secondary,Good,1
Male,18,56302,Pensioner,Unemployed,Incomplete Higher,Good,1
Male,67,102838,Pensioner,Unemployed,Academic Degree,Good,1
Male,18,154718,Working,Unemployed,Secondary / Secondary Special,Good,1
Male,43,159615,Pensioner,Unemployed,Incomplete Higher,Bad,0
Male,62,168857,Pensioner,Employed,Incomplete Higher,Good,1
Male,37,93353,Commercial Associate,Employed,Lower Secondary,Bad,0
Male,69,177478,Pensioner,Employed,Incomplete Higher,Good,1
Male,40,103992,Commercial Associate,Unemployed,Academic Degree,Good,1
Male,27,66428,Pensioner,Employed,Academic Degree,Good,1
Male,28,38777,Pensioner,Employed,Academic Degree,Good,1
Female,58,72939,State Servant,Unemployed,Lower Secondary,Bad,0
Female,58,101450,Pensioner,Unemployed,Secondary / Secondary Special,Good,1
Female,22,175625,Commercial Associate,Unemployed,Lower Secondary,Good,1
Male,18,38548,Commercial Associate,Employed,Academic Degree,Bad,0
Female,34,140549,Working,Unemployed,Lower Secondary,Bad,0
Female,39,152799,Working,Employed,Academic Degree,Bad,0
Female,51,178499,State Servant,Employed,Higher Education,Bad,0
Male,73,162764,Commercial Associate,Employed,Higher Education,Good,1
Male,62,46625,Commercial Associate,Employed,Incomplete Higher,Bad,0
Male,58,39918,Commercial Associate,Employed,Secondary / Secondary Special,Good,1
Male,46,129826,State Servant,Unemployed,Higher Education,Bad,0
Female,21,129881,Commercial Associate,Employed,Academic Degree,Bad,0
Female,22,30577,Working,Unemployed,Lower Secondary,Good,0
Female,28,100155,State Servant,Employed,Lower Secondary,Bad,0
Female,73,126776,Working,Employed,Incomplete Higher,Good,1
Male,68,114246,Working,Unemployed,Lower Secondary,Good,1
Male,38,173761,State Servant,Employed,Higher Education,Good,1
Male,52,157226,Pensioner,Employed,Lower Secondary,Bad,0
Female,29,109948,Pensioner,Unemployed,Higher Education,Good,1
Male,43,36341,Working,Unemployed,Higher Education,Good,1
Male,68,112554,Pensioner,Employed,Secondary / Secondary Special,Good,1
Female,36,122798,Commercial Associate,Employed,Incomplete Higher,Bad,0
Female,62,61330,State Servant,Employed,Academic Degree,Good,1
Male,24,102759,Working,Unemployed,Higher Education,Bad,0
Male,64,101807,Commercial Associate,Employed,Incomplete Higher,Bad,0
Male,72,48313,Pensioner,Unemployed,Academic Degree,Good,1
Male,24,61900,Commercial Associate,Unemployed,Lower Secondary,Good,1
Male,43,93840,Pensioner,Employed,Incomplete Higher,Good,1
Male,57,176297,Working,Unemployed,Incomplete Higher,Bad,0
Female,22,101072,Commercial Associate,Employed,Incomplete Higher,Bad,0
Female,38,111367,State Servant,Employed,Lower Secondary,Good,1
Female,31,64156,Working,Unemployed,Lower Secondary,Bad,0
Male,21,102453,Commercial Associate,Unemployed,Incomplete Higher,Good,1
Female,40,173901,Commercial Associate,Unemployed,Secondary / Secondary Special,Good,1
Male,59,40938,Pensioner,Unemployed,Higher Education,Bad,0
Male,37,74164,Working,Unemployed,Lower Secondary,Good,1
Female,32,75282,Working,Unemployed,Secondary / Secondary Special,Bad,0
Male,67,62801,Working,Employed,Lower Secondary,Good,1
Male,69,155537,Working,Employed,Incomplete Higher,Bad,0
Female,62,18326,Pensioner,Employed,Secondary / Secondary Special,Good,1
Female,46,149731,State Servant,Unemployed,Academic Degree,Good,1
Female,25,173666,Working,Unemployed,Higher Education,Bad,0
Male,58,130819,Pensioner,Unemployed,Higher Education,Good,1
Female,65,19763,State Servant,Employed,Lower Secondary,Good,1
Female,36,156900,State Servant,Employed,Higher Education,Bad,0
Male,65,62588,Pensioner,Unemployed,Academic Degree,Good,1
Female,56,26221,Working,Unemployed,Secondary / Secondary Special,Bad,0
Female,63,157283,State Servant,Unemployed,Secondary / Secondary Special,Good,1
Female,45,28569,Working,Unemployed,Incomplete Higher,Good,0
Male,63,52860,Working,Employed,Secondary / Secondary Special,Bad,0
Male,74,60337,Commercial Associate,Employed,Lower Secondary,Good,1
Male,44,159587,Working,Employed,Academic Degree,Good,1
Male,21,86695,Commercial Associate,Unemployed,Incomplete Higher,Good,1
Female,32,121749,State Servant,Employed,Lower Secondary,Bad,0
Male,52,170976,Pensioner,Unemployed,Lower Secondary,Good,1
Male,54,58790,Commercial Associate,Unemployed,Lower Secondary,Good,0
Female,18,83580,Pensioner,Unemployed,Higher Education,Good,1
Female,20,20636,State Servant,Employed,Lower Secondary,Good,1
Female,64,92129,Working,Employed,Higher Education,Good,1
Male,41,148964,State Servant,Unemployed,Secondary / Secondary Special,Good,1
Male,44,36672,Pensioner,Employed,Higher Education,Good,1
Male,57,20812,State Servant,Unemployed,Lower Secondary,Good,0
Female,53,15654,Working,Unemployed,Academic Degree,Good,1
Female,51,69633,State Servant,Unemployed,Academic Degree,Good,1
Male,46,32143,Working,Employed,Secondary / Secondary Special,Good,1
Female,41,70934,Commercial Associate,Employed,Lower Secondary,Bad,0
Female,41,82334,Pensioner,Unemployed,Higher Education,Good,1
Female,59,118463,Working,Employed,Academic Degree,Good,1
Male,21,140851,Working,Employed,Incomplete Higher,Good,1
Female,20,44087,State Servant,Employed,Lower Secondary,Good,1
Female,51,157690,Commercial Associate,Employed,Lower Secondary,Bad,0
Male,74,23446,Working,Unemployed,Incomplete Higher,Bad,0
Male,66,117127,Commercial Associate,Employed,Academic Degree,Good,1
Female,40,63867,Commercial Associate,Unemployed,Incomplete Higher,Good,0
Female,70,75101,State Servant,Unemployed,Secondary / Secondary Special,Good,0
Male,73,173272,Working,Employed,Higher Education,Good,1
Male,69,103074,State Servant,Unemployed,Higher Education,Bad,0
Female,40,133422,Pensioner,Unemployed,Academic Degree,Good,1
Female,62,102892,Pensioner,Employed,Incomplete Higher,Good,1
Female,22,135044,Working,Unemployed,Lower Secondary,Good,1
Female,48,54148,Commercial Associate,Unemployed,Lower Secondary,Good,0
Male,70,97928,Working,Employed,Lower Secondary,Good,1
Female,58,166770,Working,Employed,Secondary / Secondary Special,Bad,1
Female,74,66660,Pensioner,Employed,Secondary / Secondary Special,Good,1
Male,74,50450,Pensioner,Employed,Lower Secondary,Good,1
Female,71,48757,Commercial Associate,Employed,Academic Degree,Good,1
Male,23,93012,Commercial Associate,Unemployed,Secondary / Secondary Special,Good,1
Female,54,121750,Working,Unemployed,Secondary / Secondary Special,Good,1
Female,74,142043,State Servant,Employed,Higher Education,Good,1
Male,27,177462,Working,Employed,Higher Education,Good,1
Male,57,71116,Commercial Associate,Unemployed,Academic Degree,Good,0
Female,24,159233,State Servant,Employed,Secondary / Secondary Special,Bad,0
Female,56,47152,Pensioner,Employed,Secondary / Secondary Special,Good,1
Female,55,121379,Commercial Associate,Unemployed,Incomplete Higher,Bad,0
Male,38,35836,Commercial Associate,Unemployed,Academic Degree,Good,1
Female,37,172403,State Servant,Unemployed,Academic Degree,Good,1
Male,20,156835,Commercial Associate,Employed,Incomplete Higher,Good,1
Male,68,84444,Commercial Associate,Unemployed,Incomplete Higher,Bad,0
Female,39,108109,Commercial Associate,Employed,Higher Education,Good,1
Male,64,165259,Commercial Associate,Unemployed,Academic Degree,Good,1
Female,21,158029,Commercial Associate,Employed,Academic Degree,Good,1
Female,45,150451,Commercial Associate,Employed,Incomplete Higher,Good,1
Female,29,174031,Commercial Associate,Employed,Lower Secondary,Good,1
Female,55,97018,Commercial Associate,Unemployed,Lower Secondary,Bad,0
Female,68,138076,Pensioner,Unemployed,Higher Education,Good,1
Male,53,173177,Commercial Associate,Unemployed,Lower Secondary,Good,1
Male,64,146949,Pensioner,Employed,Lower Secondary,Good,1
Female,58,98788,Pensioner,Unemployed,Lower Secondary,Good,1
Female,22,111870,Working,Unemployed,Secondary / Secondary Special,Good,1
Male,30,98308,Working,Employed,Higher Education,Bad,0
Male,40,72913,Pensioner,Employed,Incomplete Higher,Good,1
Male,67,17637,Pensioner,Unemployed,Lower Secondary,Bad,0
Male,47,57025,Commercial Associate,Unemployed,Secondary / Secondary Special,Bad,0
Female,54,114508,Working,Unemployed,Lower Secondary,Good,0
Female,42,97464,State Servant,Employed,Secondary / Secondary Special,Good,1
Male,65,43742,Working,Unemployed,Higher Education,Good,0
Female,44,26831,Pensioner,Employed,Lower Secondary,Bad,0
Male,68,128768,Pensioner,Employed,Secondary / Secondary Special,Good,1
Female,31,100092,Commercial Associate,Unemployed,Academic Degree,Good,1
Male,74,105879,Commercial Associate,Unemployed,Academic Degree,Good,1
Female,65,103370,Working,Employed,Secondary / Secondary Special,Good,1
Male,64,141537,Commercial Associate,Employed,Lower Secondary,Good,1
Male,71,119824,State Servant,Unemployed,Lower Secondary,Good,1
Female,53,103741,State Servant,Unemployed,Higher Education,Bad,0
Male,56,33830,Commercial Associate,Unemployed,Higher Education,Bad,0
Female,33,70044,State Servant,Employed,Incomplete Higher,Good,1
Female,73,88948,State Servant,Employed,Higher Education,Good,1
Male,39,84202,Working,Unemployed,Lower Secondary,Bad,0
Female,38,52045,State Servant,Employed,Incomplete Higher,Good,1
Female,71,122509,Pensioner,Employed,Higher Education,Bad,0
Female,38,172699,Pensioner,Unemployed,Secondary / Secondary Special,Good,1
Female,25,30198,Working,Employed,Academic Degree,Good,1
Female,66,84521,Commercial Associate,Unemployed,Higher Education,Good,1
Male,33,121471,Working,Unemployed,Higher Education,Good,1
Female,72,44475,Commercial Associate,Employed,Secondary / Secondary Special,Bad,0
Female,48,34403,Commercial Associate,Employed,Lower Secondary,Good,1
Female,59,18681,Commercial Associate,Unemployed,Secondary / Secondary Special,Good,1
Female,27,106555,Commercial Associate,Employed,Higher Education,Good,1
Female,49,133884,Commercial Associate,Unemployed,Lower Secondary,Bad,0
Male,51,108122,Working,Employed,Incomplete Higher,Good,1
Female,26,130260,Commercial Associate,Employed,Higher Education,Bad,1
Male,34,120386,State Servant,Employed,Secondary / Secondary Special,Good,1
Male,28,151701,State Servant,Unemployed,Incomplete Higher,Good,1
Male,49,108246,Commercial Associate,Employed,Academic Degree,Bad,0
Male,27,110864,State Servant,Unemployed,Incomplete Higher,Good,1
Female,39,23417,Pensioner,Unemployed,Secondary / Secondary Special,Good,1
Male,74,133888,Working,Unemployed,Incomplete Higher,Good,0
Male,34,89499,Working,Employed,Secondary / Secondary Special,Good,1
Female,21,145908,Commercial Associate,Unemployed,Higher Education,Good,1
Female,65,42675,Commercial Associate,Unemployed,Lower Secondary,Good,0
Female,69,26332,Pensioner,Employed,Academic Degree,Good,1
Male,64,34177,Commercial Associate,Unemployed,Lower Secondary,Good,0
Female,42,145560,State Servant,Unemployed,Lower Secondary,Good,0
Female,38,72104,Pensioner,Employed,Lower Secondary,Good,1
Male,54,99335,State Servant,Unemployed,Secondary / Secondary Special,Bad,0
Female,55,129938,Working,Employed,Secondary / Secondary Special,Bad,0
Female,66,95730,State Servant,Unemployed,Academic Degree,Good,1
Female,18,151023,Working,Unemployed,Secondary / Secondary Special,Good,1
Female,42,43333,State Servant,Employed,Secondary / Secondary Special,Bad,0
Male,68,36673,Working,Unemployed,Secondary / Secondary Special,Good,1
Female,53,129421,Commercial Associate,Unemployed,Secondary / Secondary Special,Good,1
Female,34,55870,State Servant,Unemployed,Higher Education,Bad,0
Male,58,142536,Working,Employed,Academic Degree,Good,1
Female,41,86101,State Servant,Employed,Secondary / Secondary Special,Good,1
Male,19,37821,Pensioner,Employed,Academic Degree,Bad,0
Female,57,40494,Commercial Associate,Employed,Incomplete Higher,Good,1
Male,32,114477,Working,Employed,Higher Education,Good,1
Male,49,141083,Pensioner,Unemployed,Secondary / Secondary Special,Good,1
Male,56,127698,State Servant,Employed,Higher Education,Good,1
Male,23,126560,Pensioner,Employed,Higher Education,Bad,1
Female,18,146907,State Servant,Employed,Incomplete Higher,Good,1
Male,64,33646,Commercial Associate,Unemployed,Academic Degree,Good,0
Female,40,138777,Pensioner,Unemployed,Higher Education,Bad,0
Male,56,92360,Commercial Associate,Employed,Lower Secondary,Good,1
Male,74,52335,Working,Unemployed,Incomplete Higher,Good,0
Male,34,84351,State Servant,Unemployed,Lower Secondary,Good,1
Female,51,129934,State Servant,Unemployed,Incomplete Higher,Good,0
Male,58,148501,Commercial Associate,Unemployed,Lower Secondary,Good,1
Female,46,56950,Commercial Associate,Employed,Lower Secondary,Bad,0
Female,26,75654,Working,Employed,Higher Education,Bad,0
Female,30,122422,Pensioner,Unemployed,Higher Education,Good,1
Female,23,124934,State Servant,Unemployed,Incomplete Higher,Good,0
Female,23,134975,State Servant,Unemployed,Academic Degree,Good,1
Female,37,106186,Working,Unemployed,Higher Education,Good,1
Female,69,119234,Working,Employed,Higher Education,Good,1
Female,70,117326,Commercial Associate,Unemployed,Secondary / Secondary Special,Bad,0
Female,20,92527,Commercial Associate,Employed,Higher Education,Good,1
Male,34,101704,Pensioner,Unemployed,Academic Degree,Good,1
Male,66,177171,Working,Employed,Secondary / Secondary Special,Good,1
Male,29,111952,Pensioner,Unemployed,Lower Secondary,Good,1
Male,65,75782,Working,Employed,Lower Secondary,Good,1
Male,64,86116,State Servant,Employed,Secondary / Secondary Special,Good,1
Female,62,104626,Working,Employed,Secondary / Secondary Special,Good,1
Female,72,161895,Working,Unemployed,Secondary / Secondary Special,Good,1
Female,18,61015,State Servant,Employed,Incomplete Higher,Good,1
Female,34,117877,Working,Unemployed,Academic Degree,Good,1
Female,20,30339,Pensioner,Employed,Academic Degree,Good,1
Female,43,149563,Commercial Associate,Employed,Lower Secondary,Bad,0
Female,32,146778,Commercial Associate,Unemployed,Lower Secondary,Good,1
Male,53,112493,Pensioner,Employed,Lower Secondary,Good,1
Male,49,161800,State Servant,Unemployed,Higher Education,Good,1
Male,49,153069,Working,Unemployed,Lower Secondary,Good,1
Male,21,144526,Pensioner,Unemployed,Secondary / Secondary Special,Good,1
Female,35,136648,Commercial Associate,Unemployed,Lower Secondary,Good,1
Female,66,40163,Commercial Associate,Employed,Secondary / Secondary Special,Good,1
Female,36,163790,Pensioner,Employed,Incomplete Higher,Good,1
Male,60,102508,Commercial Associate,Unemployed,Higher Education,Good,1
Female,69,54619,Pensioner,Employed,Higher Education,Good,1
Female,52,27126,Commercial Associate,Employed,Academic Degree,Bad,0
Female,57,79926,Pensioner,Unemployed,Incomplete Higher,Good,1
Male,31,55633,Working,Employed,Secondary / Secondary Special,Good,1
Female,50,18317,Working,Unemployed,Incomplete Higher,Good,0
Male,31,59980,Working,Employed,Higher Education,Good,1
Male,51,59115,Working,Employed,Secondary / Secondary Special,Good,1
Male,72,58158,Commercial Associate,Unemployed,Incomplete Higher,Bad,0
Male,21,120364,State Servant,Employed,Higher Education,Bad,0
Female,41,30504,Pensioner,Employed,Secondary / Secondary Special,Good,1
Male,46,172732,State Servant,Unemployed,Secondary / Secondary Special,Good,1
Male,36,52196,Commercial Associate,Employed,Higher Education,Good,1
Female,23,80938,Commercial Associate,Unemployed,Secondary / Secondary Special,Good,1
Female,74,154677,State Servant,Employed,Higher Education,Good,1
Male,50,72388,State Servant,Unemployed,Lower Secondary,Bad,0
Female,66,70501,Commercial Associate,Unemployed,Lower Secondary,Bad,0
Male,57,42043,Commercial Associate,Unemployed,Secondary / Secondary Special,Good,1
Male,36,48635,Pensioner,Unemployed,Secondary / Secondary Special,Good,1
Male,70,95691,Working,Unemployed,Higher Education,Good,1
Male,18,48132,Working,Employed,Secondary / Secondary Special,Good,1
Female,22,30366,Pensioner,Employed,Academic Degree,Good,1
Male,44,108944,State Servant,Unemployed,Lower Secondary,Good,1
Female,33,130267,Commercial Associate,Employed,Secondary / Secondary Special,Good,1
Female,23,54236,State Servant,Unemployed,Secondary / Secondary Special,Good,1
Female,57,19150,Working,Employed,Incomplete Higher,Good,1
Female,30,126369,Working,Employed,Secondary / Secondary Special,Good,1
